 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
 90.00  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89  28.89 
