 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
 30.00   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44   4.44 
