160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
160.00  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41  23.41 
