 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
 60.00  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82  11.82 
